annual_mileage,vehicle_age_years,repair_estimate,telematics_score,parts_delay_days,prior_major_repairs,policy_type,adjuster_experience_years,major_repair
40433.59993802158,4,4790.061840270225,79.63012227042465,7.770975376004377,0,Personal Auto,14,1
39697.291033442074,3,2694.311207179921,87.68968372714993,4.9397267478288,0,Commercial Auto,2,1
70843.20425265125,7,3305.0589507152768,90.35335825453222,0.8232278339930938,0,Commercial Auto,14,1
68199.68929616558,7,2589.327650374466,59.32763633134483,7.973472963075926,0,Commercial Auto,13,1
44950.81240115338,5,3293.9782536112257,90.82455446093347,10.747599387689174,0,Personal Auto,19,1
64151.25234849045,1,2927.1505146661066,81.97581244521326,10.299834622062939,0,Personal Auto,3,1
32884.44104519289,5,4420.257766869351,66.18610223318657,5.811773909712552,0,Personal Auto,6,1
50562.258765140454,5,3513.1104130609333,74.56733084710088,6.99043503501677,0,Commercial Auto,22,1
51495.855693269725,6,5398.943102384589,87.8371233062023,9.788155119007818,0,Personal Auto,16,1
57676.54711170931,6,2700.301422699909,71.3059830513514,6.558294782057596,0,Personal Auto,8,1
0.0,3,3613.8701973634306,73.39726584062784,5.747284800082123,1,Personal Auto,18,0
43779.52979077167,6,5529.415481546502,78.29040971633428,5.170908846216277,1,Personal Auto,13,1
26806.943869082083,6,1934.4249568962025,60.39010201698809,2.1852815166656256,0,Personal Auto,9,1
46829.1298374603,10,3768.460683679394,17.967940672123213,7.823698983793278,0,Commercial Auto,14,1
47073.06127394463,13,4178.330358951172,94.20800620188055,8.063567835690904,0,Personal Auto,21,1
69351.36082698069,5,5619.697428201111,65.41654682214188,10.997856898815458,0,Personal Auto,7,1
57661.30703212826,5,4083.893507286587,74.83310114060221,8.927069831698349,0,Personal Auto,19,1
57708.57854367838,13,5729.3437664353905,91.38529567181946,2.5390285017572864,0,Commercial Auto,24,1
51036.71658840082,7,2913.5391852798075,61.23248799775203,9.804466165833835,1,Personal Auto,4,1
79454.29171128085,3,200.0,49.0178319613583,2.349826419340392,0,Commercial Auto,4,1
32303.594858635606,7,1456.863332934355,94.28731249210077,8.734078491960704,0,Personal Auto,23,1
51534.13328342581,9,1141.6461867621404,61.85346684627701,2.82476676432396,0,Personal Auto,11,1
24777.27434282584,13,4151.846607349617,78.93762892196207,4.089034895905039,0,Personal Auto,17,1
77427.78684790243,1,4548.717063995397,64.7936480648932,13.77801718178348,0,Personal Auto,2,1
25737.833296625926,3,2452.755936328494,13.148002678992087,8.79391484019465,0,Personal Auto,6,1
70759.26738106569,5,2268.146292348218,54.26917490749174,9.42115340599171,0,Personal Auto,23,1
0.0,2,2767.0929355203893,93.97899667587201,8.524013237456021,0,Personal Auto,7,0
65460.59619777849,11,2917.2689239655856,42.74854895364527,8.469652799205356,0,Personal Auto,20,1
13955.962337661129,7,2854.064248120019,90.41326838592687,6.267304078436346,1,Personal Auto,3,0
50502.62716836781,11,200.0,74.81262366314658,7.2838551190705445,0,Commercial Auto,23,1
60215.783714058416,6,3563.678199427717,76.59274043523395,5.106461814140903,0,Personal Auto,12,1
43000.45701266437,12,1886.0329331230607,66.45421599535509,5.725891433254207,0,Personal Auto,15,1
25056.154831450756,8,4729.549591502222,37.001782861618146,8.969413422470161,0,Personal Auto,24,1
5387.71172956777,2,2722.442696993017,54.030863607156476,5.799019247561166,0,Personal Auto,16,1
30113.784495023112,9,5148.912186600077,76.69081778112728,8.986019401955609,0,Personal Auto,13,1
29310.113348605395,12,4247.776869664013,40.59814837355639,11.58187778621995,1,Personal Auto,4,1
66095.03060758974,5,1996.4690288025338,91.23487518690187,10.866113686870795,0,Personal Auto,4,1
34433.894542069145,10,1884.4375310342114,83.67860751999652,10.230193945741847,1,Personal Auto,3,1
38575.051944770756,7,1625.7238785392128,49.758758785285934,9.364205381412845,1,Commercial Auto,7,1
28005.656828080766,13,2703.064466364745,28.03692166084423,9.104164999932136,0,Personal Auto,8,1
30450.12699653539,5,2079.063749572247,71.44701669111102,9.109724816840616,1,Commercial Auto,19,1
49270.28494101557,1,2145.6856272889518,75.44817207561422,12.470978340980885,0,Personal Auto,16,1
66623.70301566733,14,776.2326327188803,51.657793344657634,5.843655316212399,0,Personal Auto,12,1
36595.4354452513,12,4198.253122716262,57.0347794585244,7.269831660639599,1,Personal Auto,15,1
22428.622532066678,4,3818.8867484870025,85.3632239020237,9.328257727354082,0,Personal Auto,8,0
20672.120068452703,8,1879.0900138621219,43.592297488173806,1.5667052491181757,0,Personal Auto,20,1
25938.248576640435,8,4368.545430379562,84.95954859167708,6.172900039004068,0,Commercial Auto,4,1
60372.40187454151,7,2966.9027806690992,71.19803409521842,5.881966028760069,0,Personal Auto,22,1
67213.81156972269,10,3421.1703437968554,78.68749672827295,6.199911615016003,0,Personal Auto,11,1
9439.169803607816,10,4640.5622661797515,52.49981898731308,5.629989865814297,1,Personal Auto,20,0
33671.64778298489,3,3879.803663717049,73.53104418552697,11.058565881553953,0,Personal Auto,24,1
17555.00182971635,3,3614.871410127143,96.50611130746832,7.283298467345324,0,Personal Auto,6,0
33638.34500000031,10,6570.181329761309,54.809566459685875,11.947212024671343,0,Personal Auto,8,1
40153.1507248137,10,502.912823919455,52.44368884497411,9.111992647787076,0,Personal Auto,4,1
69332.02142765198,4,3221.986371752868,90.19326788763871,6.2112231399838524,0,Personal Auto,8,1
65301.82171125329,12,2440.753326114521,26.914524933415002,17.728884352641913,0,Personal Auto,5,1
29507.09088461055,2,4958.146728326001,75.98600942715478,7.620384870325567,0,Commercial Auto,19,1
46186.60735425232,0,1984.4784680868397,73.15531860574654,5.981828872283938,1,Personal Auto,18,1
15279.482959845425,3,3278.9280139557227,82.96658327232757,10.587437857772688,0,Personal Auto,11,1
61489.94503173849,7,3492.0819754004215,93.856612961689,6.6647541051132,1,Personal Auto,9,1
49986.5012430835,3,6678.164067939333,80.53430813541674,0.16747108282805145,1,Personal Auto,16,1
46482.200673938685,14,4335.661258604989,88.79905268324602,1.254493750262547,1,Personal Auto,1,1
47549.31935956962,10,888.4818415057019,75.28893126957776,7.331876379574612,0,Personal Auto,21,1
50031.95172631319,8,1475.7610216805742,83.3229511688139,4.7580430030096545,0,Personal Auto,18,1
42761.437552307696,3,1421.1768093056255,61.535074873300964,8.030148031944565,0,Personal Auto,16,1
53800.095437777716,11,3609.903466967346,92.66205346533086,5.606283269030492,0,Personal Auto,23,1
64559.92945984348,10,6540.486998746904,77.17558496592903,10.412487557749774,0,Personal Auto,13,1
53574.12354311534,4,4357.382526324565,49.68201900455944,2.8553025737860693,1,Commercial Auto,10,1
41709.66362457394,12,3480.3477422830333,83.9849544299028,1.5004469177846822,0,Personal Auto,3,1
39033.37936942853,3,1965.0364895563087,34.01297897450923,8.38493717069678,0,Personal Auto,19,1
58784.30938447554,12,4331.227601519252,73.32758622143783,7.879786295872422,0,Personal Auto,18,1
34828.067838956085,4,2225.6314217243307,62.79950122678935,8.147237780072546,1,Commercial Auto,12,1
42970.73564706453,10,4821.137845280337,37.78356972324775,9.803831873206724,0,Commercial Auto,17,1
53721.97080720216,9,2682.0724188286367,68.74856391974201,3.941761895325167,0,Personal Auto,19,1
55108.27389379686,4,1075.1700129613707,32.078497117967295,8.411599616195442,0,Personal Auto,12,1
92339.19189362375,9,4450.353799713143,60.99592523927924,9.395944230196791,1,Personal Auto,22,1
30181.301131686796,7,1130.0350193763488,82.01985357627275,5.500991979971743,1,Personal Auto,12,1
9250.613023337539,4,2032.5685790439068,70.93877902436519,4.652560201087409,1,Personal Auto,23,0
41950.76275661678,13,2804.4776969646323,76.17470779411356,14.514132783594988,0,Personal Auto,2,1
60433.59632719363,1,5590.0408318519285,79.56844749527724,7.958972915384229,0,Personal Auto,3,1
70964.03627558431,4,200.0,78.19811516786115,7.9597908858357265,0,Personal Auto,23,1
62691.32640715687,1,3733.6065862779587,29.701973776037562,7.89853800107012,0,Commercial Auto,14,1
29091.927775711847,1,3214.5297241472517,64.13856145988615,3.2500055405409074,0,Personal Auto,13,1
61654.952723169125,1,2235.361094901918,81.01267607646567,5.224563366497636,0,Personal Auto,18,1
38166.91769611733,9,4245.040512210629,35.21221468430433,8.349035179044172,0,Commercial Auto,1,1
57493.870724278764,2,2687.982526436141,77.15100183014975,2.5335473124715637,0,Personal Auto,6,1
51897.554161965345,4,2176.273881216661,65.68888319719936,11.66679292558564,0,Commercial Auto,7,1
6806.48060489725,9,3210.3080129485525,55.29665317047419,12.184643328626658,1,Personal Auto,14,1
19479.257656740687,12,3078.48674647587,74.3244917011097,6.692018923434029,0,Personal Auto,22,1
39172.736937785834,10,1674.5310600621547,96.40837027851433,9.589085542424007,1,Personal Auto,10,1
49062.03337253919,4,2889.0886747863506,69.11782527098347,7.376163787120638,0,Personal Auto,11,1
32308.056050395935,12,5082.040772808066,90.6447025358306,5.801657764201282,0,Personal Auto,19,1
39031.984960278925,3,2508.669729665534,54.94122753597623,9.169360175213118,0,Personal Auto,8,1
50479.06063668951,0,2850.626468559966,58.76726439144271,8.868535125145055,0,Commercial Auto,20,1
49252.80585185054,7,4632.096184984033,89.5747149134525,4.995497641143907,0,Personal Auto,24,1
69224.77607309312,5,2731.8464942705887,57.119386544111215,8.299285405178923,1,Personal Auto,11,1
31496.22196611095,6,3228.303608158487,81.37910262327908,0.0,0,Commercial Auto,12,1
36229.67878621102,11,5487.794469332401,88.61067874033901,0.9343582541559896,1,Personal Auto,11,1
33451.137681907116,6,200.0,81.19190840112593,8.705512206355438,0,Personal Auto,4,1
51143.00246153145,9,2260.7378273222184,93.43757262345841,11.347736380623562,0,Personal Auto,2,1
24228.113879520635,4,2877.6005639606624,32.39481238322451,6.52318601785155,0,Personal Auto,6,1
8867.383871234633,14,5028.898711540021,93.39616980169383,4.239608683936917,0,Personal Auto,9,0
36318.34200526967,10,3183.1258572640277,64.57263207742213,5.4981716750030065,0,Personal Auto,6,1
22908.502604547575,0,5487.2936673404,67.95233889159779,4.963122321196475,0,Personal Auto,3,1
53430.47733315788,0,3179.210753398126,75.93379508823517,8.062126622561928,0,Commercial Auto,21,1
63614.88166560953,14,1268.1328592250966,90.21212846521271,5.477179028559089,0,Commercial Auto,11,1
8158.331964308587,7,3049.5597936780055,59.75859239455579,0.8045514824822448,0,Personal Auto,7,1
51409.323384235206,10,4235.607231436599,56.46539988683406,4.327789594225048,0,Personal Auto,4,1
49633.783128060146,6,4882.854340856349,80.71407562148,5.680740525258177,0,Personal Auto,5,1
74194.80060399602,10,582.0744344138958,79.15812772187756,9.666157350203585,0,Personal Auto,11,1
63210.01504925391,6,3257.528855949281,84.17767381141081,4.391250432462916,0,Personal Auto,9,1
11255.263857200223,10,3837.6503225306988,67.1633127654109,9.975017895490483,0,Personal Auto,8,1
68826.12925655398,4,4825.324969358356,81.43101699579503,4.54721888537271,0,Personal Auto,18,1
76332.82903348947,8,3412.7097548446236,74.07999944031083,6.02951695878343,0,Commercial Auto,3,1
32515.414340076008,11,3673.303840718401,67.92878023108393,9.921547252252113,0,Personal Auto,14,1
83597.12462692555,6,2865.659106184625,68.61808524413499,10.73404307853221,0,Commercial Auto,1,1
25250.44426665459,7,4317.020045245527,48.1637193689307,7.218488254337977,0,Personal Auto,5,0
45679.47892479414,2,4411.765954427237,52.16562009387402,6.6551132050238415,0,Commercial Auto,13,1
27560.698789636,3,3332.5289836495176,87.44604864442836,5.901189210642025,0,Personal Auto,9,1
81128.94839729369,12,3151.940329159085,40.505536443322846,7.5250286448227985,0,Personal Auto,19,1
68722.31572403708,13,5200.718115861647,95.71128103416102,9.320404670173444,0,Personal Auto,14,1
65028.00949425536,12,398.8373255114138,47.967234042667535,5.184749908698288,0,Personal Auto,10,1
44977.56460292639,6,1859.9483755352637,78.32031374891667,11.274511771941874,1,Personal Auto,6,1
46078.02536773789,5,2855.031465064504,84.30291951132955,2.673969830069578,0,Personal Auto,20,1
63646.68360664489,3,4381.678642874184,72.75350043543189,1.6361369191167756,0,Personal Auto,12,1
46459.26357079636,4,3065.4904498721703,63.61039860877922,5.023132780663745,0,Personal Auto,10,1
55327.27703934505,2,3672.1549637206167,86.90874161379273,8.228641903045268,0,Personal Auto,20,1
61823.43761365,7,2179.968919024104,70.4627295215034,5.528411054043477,1,Personal Auto,16,1
42803.54624151335,14,4922.775206388089,87.69707036522485,5.73351220657999,0,Personal Auto,22,1
55722.539841186874,12,3216.1108532597254,57.77621565025627,5.423137572603166,0,Personal Auto,16,1
46141.058158439846,2,3253.382201562102,87.07389556152555,2.5042597303171323,1,Personal Auto,15,1
22049.012368775184,4,6927.514387163497,64.11441768311488,1.8995054569507808,0,Commercial Auto,19,1
86433.9149250787,5,5727.358444198016,83.21896133805211,10.760931358543539,1,Personal Auto,24,1
45757.9423556222,7,4674.855138193295,33.47756232061026,9.766099604149327,0,Commercial Auto,4,1
44836.39641832525,7,979.1563763901693,85.49919602999812,5.515037838696245,1,Personal Auto,13,1
38151.54695189568,7,1816.8854379100708,51.28752632377355,8.92897642599311,1,Personal Auto,1,1
29683.920588119192,7,3022.478377344198,64.73713846109383,10.786247660321902,0,Commercial Auto,23,1
33132.472265656295,6,3261.7800166553807,78.89600363799953,5.022048657795212,0,Personal Auto,8,1
74214.17805349616,10,4925.173467361903,81.73560676691775,11.80257462715019,0,Commercial Auto,13,1
61924.586270821776,11,3465.316196689825,75.72100207885961,2.3116578390504783,0,Personal Auto,5,1
49912.30201138308,3,4050.8476858905797,40.849397027584615,4.7328343069183205,0,Personal Auto,8,1
70311.102705441,6,1057.6640306790437,66.01457174206281,2.11138571812502,0,Personal Auto,20,1
49351.3918976419,7,2377.602755976079,84.16227267933138,8.089074672569826,0,Personal Auto,19,1
45261.19554206045,0,4239.816054989372,95.25153106427294,7.201038438157007,0,Personal Auto,13,1
56142.40451434649,8,4301.182792943654,77.13176054250044,10.565060660291206,0,Personal Auto,5,1
60952.686572330196,11,6872.501795117669,46.953228549068555,8.916194598558493,0,Personal Auto,6,1
32329.78067889409,10,1547.4391199396246,88.75906264957025,6.910909326417984,0,Commercial Auto,17,1
31987.440082956808,12,4564.7020977614175,87.18424053622059,9.425375312707018,0,Commercial Auto,1,1
60576.27162202714,13,5823.114625426318,89.80032750400905,5.779761387066537,0,Personal Auto,13,1
82097.41237337184,1,307.21076515443673,79.44556964437335,7.57309879503461,0,Personal Auto,4,1
49260.54600918318,1,5202.516874992286,45.272172629722064,9.122319728029225,1,Personal Auto,12,1
22528.552755680335,1,2979.938755889319,86.77538471826135,12.843360486680568,1,Personal Auto,24,0
61819.450957607216,6,4012.691038252181,69.18532123020367,7.188892979823816,0,Commercial Auto,18,1
44352.56886640467,0,3193.612747967539,38.56350040013472,9.578783719486461,0,Commercial Auto,10,1
43830.76792805591,3,5839.806662394581,85.04545194785757,1.462163511631533,0,Personal Auto,24,1
9253.874378495888,11,4133.516234324607,78.09770424451436,4.986679133894515,0,Personal Auto,10,1
84996.91250199114,2,4494.826047861352,83.33158892068867,6.769615536161795,0,Personal Auto,21,1
55381.02275140706,4,3592.9726004893337,74.60643727149773,9.884623277908817,1,Personal Auto,7,1
20492.27073699993,4,2343.485933898335,95.14350306026998,6.690617558313865,0,Commercial Auto,11,0
2928.192910030001,1,5928.784517752513,94.15648690037492,9.95375568984673,0,Personal Auto,9,0
72204.63175916507,11,4966.716339946385,87.53793762845066,0.5380254555761526,1,Personal Auto,2,1
29675.86994022465,12,2154.524268218562,56.701589004491325,5.513864180536408,1,Personal Auto,2,1
21809.555425203976,1,3482.2882396805953,81.68974839968443,9.786031791442852,0,Commercial Auto,12,1
14880.824723073518,7,3955.301402728496,45.80508447387986,4.045909499179572,1,Commercial Auto,7,1
27326.665559735033,2,2074.7626006809337,81.25859649817377,5.7872831677716885,0,Commercial Auto,2,0
49597.72880567307,14,4308.421594052752,67.5687310037145,6.105985785074281,0,Personal Auto,6,1
56469.25021182219,4,3710.4360329667647,72.49018692653037,7.555218853000214,0,Personal Auto,9,1
55715.40120482754,2,1263.5492591400405,85.02199875972069,10.06820996755316,0,Personal Auto,12,1
53913.86145859527,5,2629.9266072208875,63.018696470748594,11.1510976264717,0,Personal Auto,19,1
37960.52043462599,7,2626.051274798631,75.28290294019848,8.832822565353343,0,Personal Auto,19,1
51066.14456673797,1,2807.9512699968827,85.78088143511701,3.577114445829012,0,Personal Auto,6,1
37072.78548562074,2,4808.902166175318,87.41295638987356,12.951389483786155,0,Personal Auto,14,1
78176.11795270011,5,5273.21608083836,86.9012027199637,7.157725104838693,0,Personal Auto,11,1
34747.097000995775,2,484.2625534360184,69.87515509351485,2.340545923668465,1,Personal Auto,15,1
56934.51359545452,9,4551.763694436131,83.55062160617823,2.7275006249987364,0,Commercial Auto,2,1
18549.138937379703,9,4998.325302003789,74.55398496372595,5.124483547025781,0,Commercial Auto,8,1
63161.027275018445,2,2010.4310988515085,81.61561786175292,4.537442768554045,0,Commercial Auto,9,1
48315.529644134396,11,4519.9416649347795,64.30440721235445,6.307360232214241,0,Personal Auto,12,1
53328.707378424784,9,3373.03117982948,93.09828309930973,10.787327518168931,1,Personal Auto,13,1
57849.54598320964,6,1223.0113600278123,43.78186191316676,6.901661716101063,0,Commercial Auto,2,1
51494.63339081615,14,5372.236149618261,58.64015610960901,9.46379886379517,0,Personal Auto,19,1
54761.08860275143,6,1141.3116437365704,58.23813836450022,7.887245691075738,0,Personal Auto,14,1
57113.896128139895,0,2979.2461817861936,74.81177400624937,10.481815072409699,1,Commercial Auto,19,1
31658.591400497207,14,3324.7333140601677,84.75180515134076,1.304570334889489,0,Personal Auto,5,1
54067.90345817902,5,512.148828511163,74.73950356687156,7.225772161315984,0,Commercial Auto,4,1
48482.44811134789,2,4279.574347818202,84.47874671482438,7.858079415408984,0,Personal Auto,14,1
21662.602724202323,14,200.0,93.61848982692666,2.791643842952065,0,Personal Auto,8,0
78980.90652534124,4,551.607278728668,81.36611145229566,6.396394341203479,0,Personal Auto,2,1
46613.06349969182,11,4156.23017407773,93.96384564241949,10.528546810032013,1,Personal Auto,10,1
52043.07419632479,7,4206.425520084068,65.09665009837646,4.363042301050761,1,Commercial Auto,1,1
39986.50220730251,14,3353.375192357803,71.29765008948242,6.199565571653595,0,Personal Auto,12,1
49418.28292056621,7,4575.524698939497,88.67700858408622,10.762019949276189,1,Commercial Auto,6,1
54306.95733035528,5,2155.184145929707,73.05283670858988,5.5157505415793135,0,Personal Auto,5,1
52212.909303464476,1,1237.6434628588736,91.29393410614671,4.759309939916764,1,Personal Auto,3,1
62029.84452575281,0,200.0,93.796511265457,8.75037781953253,0,Personal Auto,15,1
8336.759340348342,7,2004.3527851493902,39.99008359190912,3.7315775260709776,1,Personal Auto,17,0
84912.80228868229,5,2786.0088746489564,66.79355740525254,10.553628654964806,0,Commercial Auto,4,1
67604.54871924406,2,2321.3501915689712,71.85051440990166,7.574830945899892,0,Personal Auto,19,1
46937.30321468718,0,4720.840052119343,64.49962320695482,6.801601235343237,1,Commercial Auto,16,1
41242.73560845143,12,1989.3952015778925,38.63062601647627,10.082761357842292,1,Personal Auto,6,1
30666.959208716245,4,4177.309504323621,65.73028532173541,4.721624244583667,1,Personal Auto,15,1
15370.254790417195,11,655.3540187553687,50.781867033321404,10.07916728862378,0,Personal Auto,1,0
58737.997966076065,4,1664.48647271113,43.0575145245651,1.2109592776076918,0,Commercial Auto,19,1
77078.5731890335,12,4352.93388050806,75.52269576036277,6.43343543815688,0,Commercial Auto,8,1
33524.68133625703,2,4699.658260275777,90.69409503530767,11.371070804758903,0,Personal Auto,1,1
53598.30872453316,11,3257.951633083583,58.27808030288906,5.905031016270929,0,Personal Auto,20,1
0.0,14,3139.9175601048246,78.94726089089407,3.2564419961904942,0,Commercial Auto,7,0
29319.08606430915,5,3026.3734125223323,68.74881959947602,11.20566824965887,0,Personal Auto,20,1
44287.86722591513,7,1540.0126286763973,57.115510622183955,10.205003558813532,0,Personal Auto,19,1
26361.70498690891,2,1188.1959474052699,84.90038508031945,3.9759041572264087,1,Commercial Auto,6,1
62924.2780852551,10,4525.027502010322,64.38767455131466,11.525629925471332,1,Personal Auto,22,1
45585.82958083637,13,1795.6134940122308,83.9641907976892,5.936143487519273,0,Personal Auto,15,1
16487.633884386574,3,2779.736143679861,77.06715058896243,7.999819496838231,0,Personal Auto,21,0
74494.91520354868,12,3141.640693760322,89.81878483768116,3.4227031845604183,0,Personal Auto,16,1
10698.203180422299,3,200.0,67.84156076748641,7.8261620594778085,0,Commercial Auto,6,1
73682.611433488,5,2199.7546141062285,65.88114373382591,5.600692028313888,0,Commercial Auto,2,1
66542.17809075411,5,8141.252511867827,71.8326414803862,6.396255478039743,0,Personal Auto,24,1
60871.63059522136,6,3328.9865363667336,92.9212280065928,2.2222995246106927,1,Personal Auto,15,1
76319.62379031979,8,4075.5355141497685,61.027730590363305,0.4654746911508538,0,Personal Auto,6,1
21372.274540631704,13,1747.0371925462243,61.69638240838552,8.51700194101127,0,Personal Auto,16,1
41018.02634504383,1,1761.1425698614823,77.24848734202709,9.758498704471544,0,Commercial Auto,19,1
59838.682521396535,3,3230.9503314865183,51.26790568016277,13.365282783103481,0,Personal Auto,18,1
52940.55911257284,1,1898.6370680101422,71.19417018275053,8.038953389480548,0,Commercial Auto,8,1
79516.41087182448,1,2601.1434892697293,76.5995844529968,10.602705456506582,1,Personal Auto,3,1
59851.18886174222,10,3409.1236131734936,92.3395679156906,7.613142834203494,0,Personal Auto,10,1
30298.17666359381,12,1818.2392632158428,49.9463078340365,4.803904046251976,0,Personal Auto,10,1
24010.48963479115,12,1419.3513090211202,35.770020613874394,2.883145131842088,0,Personal Auto,16,1
61286.790391627175,2,1784.7856382233533,73.1749580109205,3.327202374394316,0,Commercial Auto,12,1
29666.311431952872,6,1872.1345274433215,91.13758876935229,10.255167778191957,0,Personal Auto,24,1
45227.396525379096,14,4753.083558368044,67.14765416909587,8.125347833682971,0,Personal Auto,8,1
23582.108645527784,2,4748.222480366359,80.34103842400675,9.433938976402539,0,Personal Auto,12,1
59720.127072523515,1,3356.400955922106,88.0202249640764,4.914194613643058,0,Personal Auto,22,1
56829.45620717136,2,2612.5990476056263,81.92652842078766,8.881790655046775,0,Commercial Auto,23,1
12889.431784559813,11,3142.64187179756,65.7383762820634,10.945460906458267,0,Personal Auto,20,1
33299.80150339861,2,3139.4924005912726,87.67807852485744,5.323653083459433,0,Personal Auto,19,1
39375.557091010654,1,1706.662422964525,57.994102366133745,9.934487533847012,0,Personal Auto,17,1
39978.74561944886,11,1585.5687566068486,92.65994438476964,7.5571980240435135,0,Personal Auto,1,1
40991.850886974746,13,1434.1300215040758,70.76022730637358,5.6750463751503775,0,Personal Auto,22,1
41674.81738189268,9,1359.3926695408243,95.29814105344005,5.361005488086569,0,Personal Auto,3,1
25847.359525537762,10,4154.171332380015,63.26637190064689,11.99862903906953,0,Personal Auto,8,1
54295.32507307524,7,3830.9769964351694,74.32653100973067,7.124927233739691,0,Personal Auto,5,1
28823.856516183165,10,5532.528756069683,97.34040346255708,8.226560603081127,0,Personal Auto,14,1
2727.6482422453796,6,1648.0264135708446,56.70756857869862,5.60535841618614,0,Personal Auto,1,0
32765.140051865128,14,4526.37955479066,75.76875215323014,5.838367867099188,0,Personal Auto,8,1
46746.89194108772,9,7314.669403731507,84.79199676222161,6.132217062212324,0,Personal Auto,1,1
59982.426387160864,13,2192.862521045223,51.83003166532719,5.98851034265293,0,Personal Auto,5,1
19336.398341436714,13,2504.795790788007,78.5088655784224,7.572385358394803,0,Commercial Auto,21,1
49825.22815867552,13,200.0,71.84354670775062,0.0,0,Personal Auto,13,1
38220.581485367606,11,2423.6115159030805,96.19845897978323,6.88795124199037,0,Personal Auto,16,1
75344.76691802348,13,3205.2206738699824,85.71661791304683,1.3915247362318384,1,Personal Auto,6,1
42385.20060434605,3,2321.1644862436224,58.68559492096187,6.739341158934009,0,Personal Auto,17,1
49679.30949374149,4,1971.6515218015898,74.52702500155691,7.647892170704258,0,Personal Auto,12,1
80517.71090162318,10,643.0903309808708,75.4490755471308,7.634073248986326,0,Commercial Auto,3,1
26663.801669645618,8,2580.7370360242976,38.191436436547974,14.781921678321146,0,Commercial Auto,12,1
0.0,3,5520.73736026878,69.03456532555255,8.115758272236715,0,Personal Auto,16,0
0.0,14,3535.6833070293246,93.27019921128948,4.612560739259634,0,Personal Auto,13,0
7515.182044548534,10,2378.8523392342363,75.47766896513389,6.613763572950815,0,Personal Auto,18,0
30128.157002555377,14,863.2741258634672,35.332801590853954,8.034052590953289,0,Personal Auto,15,1
16902.577120802307,9,3760.733494383976,53.297301644879745,10.62228751107336,0,Commercial Auto,17,1
65410.90120562373,4,2902.7624687847265,50.25064452154295,7.400376803302612,0,Personal Auto,22,1
44934.06779685091,8,5249.803988936151,45.20686819947734,7.452968571962451,0,Personal Auto,16,1
47413.26727039737,1,4532.000277118508,39.519045969867825,7.295341218763605,0,Personal Auto,12,1
45942.20203399115,6,3823.9744335412156,95.58648935796127,6.4279730125932595,0,Personal Auto,19,1
12688.537373755535,13,3682.7471416368303,14.417344798663828,4.992043232489064,0,Personal Auto,11,1
102041.08186058357,1,3004.976570852875,50.37798094858438,7.4975251114201855,1,Commercial Auto,6,1
69828.20064389642,13,200.0,78.68761754624758,9.235914684110863,0,Personal Auto,8,1
69332.88209589574,2,2616.285106661779,54.85869999005356,13.596172205087809,0,Personal Auto,3,1
42662.89269263263,11,2218.9012504933394,60.91471853952777,8.283890232975368,1,Personal Auto,18,1
25010.95266948864,12,2723.518967942024,88.36553559358656,7.6730809388559855,1,Personal Auto,15,1
23669.814408484795,4,2175.2328048346335,80.02448477477706,8.40080602855816,0,Commercial Auto,7,0
78139.25404725286,8,1924.3271086401753,72.64888272032127,10.68962521124232,0,Personal Auto,19,1
67105.95677484109,9,3281.1761282853063,84.17510753118442,9.036217733940903,0,Personal Auto,1,1
49154.97327756297,9,7393.802715576428,82.48727253984835,11.644380255983911,0,Personal Auto,10,1
28739.413385606702,6,3365.0231815443926,72.91703505252048,1.4441641527210425,0,Personal Auto,7,1
51439.82611950454,3,3276.790569150704,30.747298937384038,10.691949864599135,0,Personal Auto,24,1
54612.14134332198,11,4302.119878698547,83.78051775767256,6.579700571357234,0,Personal Auto,16,1
28932.07761397757,8,5221.16926776362,74.37686849736848,4.017611698231103,0,Personal Auto,18,1
33227.419871410646,6,3994.10763800918,52.91947637118394,7.804237765154605,0,Personal Auto,1,1
33854.63511261391,13,3922.3922508051837,35.272493375113704,8.872057644949074,0,Commercial Auto,7,1
33853.39029757341,10,3660.319600754316,78.81761758726732,3.377049449757867,0,Personal Auto,8,1
15322.507256460978,0,3764.587224318934,60.851366238729376,5.212192219095453,0,Personal Auto,19,1
18452.848488750395,2,2885.901909848359,79.9332049179464,6.180946448211228,0,Personal Auto,22,1
81807.56436914664,4,610.5387101485114,85.08880276294401,7.968247700713374,1,Personal Auto,8,1
67005.44085799697,7,4582.811912611609,59.40401988568348,8.54427413084827,0,Personal Auto,16,1
47398.14259471074,11,4233.626203928154,48.489874846598354,11.121033184919495,0,Personal Auto,15,1
37422.30218377255,9,2111.56151223147,84.43588172555623,9.376549245811821,0,Personal Auto,17,1
30937.640850096835,10,4917.724496111411,95.52918428761213,11.041158711421895,0,Personal Auto,24,1
17188.946439372423,0,4006.3815574404234,93.77985334836538,10.30985435434134,0,Personal Auto,21,1
50954.38280291287,0,1265.6107598518147,93.38766486441489,7.864045306991388,0,Personal Auto,11,1
25048.388255624515,9,4888.425042650791,78.8301906480828,5.876414944443388,0,Commercial Auto,8,1
60584.571743974084,8,4861.08475559092,74.41239636310905,7.514428077032471,1,Personal Auto,24,1
7336.292844813008,7,3835.588118069755,57.896294889276845,7.061178015835075,0,Commercial Auto,22,0
44250.72691399938,9,2359.9292971568343,54.34089126259705,0.9178877614759036,0,Personal Auto,20,1
