tenure_months,claim_frequency,monthly_premium,service_interactions,auto_bundle,home_bundle,payment_method,household_size,agent_visits,digital_engagement_score,churned
63,1,150.71970782377963,1,1,0,ACH,3,0,0.8320739673334884,0
98,0,142.6472291868841,1,0,0,Invoice,2,2,0.8334832332264701,0
109,1,88.23345973825853,3,1,0,ACH,5,0,0.5611343016169832,1
36,0,164.43943536210037,2,0,0,Invoice,4,0,0.05896612858346232,0
6,1,146.02664866551478,4,0,0,ACH,3,0,0.7887797380566649,0
21,2,129.737848649455,2,1,0,ACH,3,0,0.2810363613103071,0
4,0,123.34658746355484,0,0,0,Credit Card,3,0,0.8368491455650139,0
52,0,241.37657342797803,3,0,0,ACH,4,0,0.42086362397232463,0
3,1,133.18394929761962,2,0,0,Credit Card,3,1,0.5559548667558254,0
31,0,90.9903095921557,1,1,0,Invoice,5,2,0.5816036780217797,1
31,0,117.07304866392018,0,0,0,ACH,1,2,0.8163432834833423,0
85,0,134.00159232645896,2,0,1,ACH,4,0,0.6715467242086582,0
30,0,133.4680804913751,3,1,0,ACH,3,1,0.369833152067268,0
114,2,142.63440761841923,1,0,1,Credit Card,4,1,0.3703380465737705,1
23,1,113.59051947490497,2,0,1,ACH,1,0,0.46848905306805355,0
116,0,161.24621891749734,0,1,0,Credit Card,1,0,0.3753565273748807,0
68,0,130.4867382726069,1,1,1,Invoice,4,0,0.7741083814302661,0
30,1,104.1782439744556,2,1,0,ACH,1,1,0.5019006074332678,0
5,0,120.53241365005775,2,1,1,Invoice,4,0,0.6774611131377972,0
37,1,133.4600008476813,0,0,0,Credit Card,3,0,0.5005429776861756,0
71,1,170.45871484391583,3,0,0,Credit Card,4,0,0.1212067722782043,0
13,1,159.5357292079708,1,0,1,ACH,3,1,0.3646728005017547,0
20,2,134.859507942936,3,0,0,Credit Card,2,1,0.49563255444531623,0
14,1,145.59090862271057,3,0,0,ACH,3,0,0.727224627097717,0
81,0,151.4544771895889,0,0,1,ACH,3,0,0.8550136626742952,0
11,0,206.16175980527373,0,0,0,Credit Card,1,2,0.7645706842103919,1
3,0,126.47128380188005,0,0,1,ACH,1,0,0.892154125225169,0
55,0,159.01206936969967,2,0,0,ACH,5,1,0.6169324121145741,0
37,1,166.7910377794582,2,1,0,ACH,3,0,0.1231436613900353,0
68,0,116.4083684826441,1,0,1,ACH,3,0,0.3783485177582457,0
112,1,150.67667783657717,2,0,1,Credit Card,2,0,0.9777310614444993,0
103,0,149.90298988767228,0,1,1,Invoice,5,0,0.3106252086470566,0
65,2,130.90590993677606,3,1,1,Invoice,5,0,0.3331740427389358,1
77,0,162.02747495234556,1,1,0,Credit Card,5,0,0.1747490508043142,0
97,0,175.85477685867778,1,0,0,ACH,3,0,0.32998699219642363,0
53,1,178.90684440628607,0,0,0,ACH,4,0,0.6722980189320013,1
79,2,139.24557231897887,1,0,0,Invoice,2,0,0.4957007848923798,0
26,1,150.69631382826094,3,1,0,ACH,4,0,0.39079185074536743,0
73,1,215.51981585355918,0,0,0,Credit Card,3,0,0.4807562038332118,0
29,0,111.89085379379785,3,1,0,Credit Card,1,0,0.34288907864463597,0
23,0,151.65608680204028,2,0,0,Credit Card,3,0,0.264048411592717,0
91,0,171.69921906159317,3,0,0,Credit Card,1,1,0.7337693332256223,0
69,0,149.50362716164912,2,1,0,Credit Card,4,0,0.2893252995982562,0
45,0,164.67912083620283,0,0,0,Credit Card,1,0,0.6894197381586561,0
5,2,150.18053169735694,2,1,1,Credit Card,5,0,0.803171946560502,0
29,1,167.60969158065097,2,1,0,Credit Card,4,0,0.3274932103506885,0
96,0,183.47689275189558,0,0,0,Invoice,1,0,0.841848285995948,0
56,1,138.35772039698816,4,0,0,ACH,5,3,0.3583904433719767,0
115,1,150.9252001592861,1,0,0,ACH,2,0,0.7247173376654141,0
108,0,143.34330703899488,1,0,0,Invoice,1,0,0.9039558711124704,0
102,0,132.89115878355412,2,1,0,ACH,5,1,0.7020029504962204,0
2,1,144.41100266747023,2,0,1,ACH,5,0,0.91195984968662,0
7,1,111.0506162788766,3,1,0,Credit Card,1,0,0.47398450139705445,0
69,2,167.33555231792127,0,0,0,Credit Card,4,1,0.17644294718006345,1
41,0,196.0734911783892,2,0,0,Credit Card,3,0,0.6248707679343201,0
101,0,196.13534178944633,1,1,1,Credit Card,3,0,0.9046074419985963,0
38,0,183.2756233654058,3,0,0,Invoice,5,0,0.7689187527975704,0
19,0,116.07624851475475,2,1,0,ACH,1,0,0.6236783030942801,0
14,0,190.59312263255538,2,0,0,Credit Card,2,0,0.34414343041845796,1
36,0,123.53768182637153,0,0,0,ACH,4,1,0.33888464325922185,1
75,1,143.40821403573048,2,1,1,ACH,5,0,0.17430299970734572,0
16,0,200.38512593406674,2,1,1,Credit Card,2,0,0.6598357418188855,1
95,0,112.84271953401672,1,1,1,Invoice,2,1,0.14541013004906897,0
37,0,170.23904034399115,0,0,0,Credit Card,2,1,0.1327516338996725,1
38,1,153.43809327322342,2,0,0,ACH,3,1,0.3424204782216795,0
79,0,140.4372152866154,1,0,0,ACH,1,0,0.5305205720875128,1
103,0,118.71877145399674,2,0,0,Invoice,4,1,0.6687278009671836,0
52,0,157.67511019124203,1,1,1,Credit Card,4,0,0.3903709525678035,1
95,1,131.0862365059815,1,0,0,ACH,1,0,0.35303323276649806,0
37,0,176.35767709934584,4,1,1,ACH,5,1,0.848662231096562,0
16,1,181.72868701436295,1,0,0,ACH,5,1,0.6827401789178568,0
99,1,103.62078652615297,3,1,0,ACH,1,0,0.4461438955470349,0
92,0,129.84211128075907,1,0,0,Credit Card,5,0,0.6899954432987695,0
90,2,135.42762762727247,2,0,0,Credit Card,1,1,0.654013090505037,0
106,1,109.54864516218336,2,0,1,Credit Card,1,0,0.5790569352313422,0
60,0,111.46288725891564,2,1,0,Credit Card,1,0,0.49667222969586877,0
24,2,147.66007639405854,4,0,1,ACH,3,0,0.40571847484070883,0
70,0,138.75833422771993,2,0,0,Credit Card,3,0,0.5048795733085462,0
69,0,95.4445262303031,2,0,1,Credit Card,5,1,0.39770060325971435,0
46,0,128.85623974814774,2,1,1,Credit Card,4,0,0.49969550659493406,0
77,0,160.56714617994015,1,0,1,ACH,2,0,0.8006511164051621,0
32,2,108.81250957783197,1,0,1,Invoice,2,0,0.8775987800913655,0
73,1,117.29195476127546,8,0,1,ACH,3,0,0.17508460806257875,0
95,1,192.6302278054734,1,1,1,Credit Card,5,0,0.6097261973657438,0
12,1,184.51648792841902,1,1,1,ACH,2,0,0.6277260673601998,0
54,0,96.36902819010673,4,0,1,ACH,1,0,0.809882352479864,0
79,1,104.47082972820897,1,0,0,ACH,1,0,0.7094983301905933,0
7,0,156.3175803578653,3,1,0,ACH,1,1,0.6134832198948533,1
76,0,109.25500907534214,5,1,1,Invoice,1,2,0.8651507318175921,0
109,1,137.41644680503217,4,1,1,ACH,2,0,0.9065271462107677,0
99,1,131.46149266203628,2,1,0,ACH,4,0,0.47914749966397985,0
82,0,161.80467930225586,0,1,1,Invoice,3,0,0.6597200685895658,0
96,0,69.13806034951672,3,0,0,ACH,2,1,0.3546969299230912,0
44,1,78.92485287403424,5,0,0,Credit Card,4,1,0.5308845713643427,0
39,1,108.21423700254816,4,0,0,Credit Card,5,0,0.8784707531246083,0
10,1,175.41633905149519,3,1,1,Invoice,1,0,0.25070689238717525,0
86,0,140.37004510591575,2,0,0,Credit Card,5,1,0.2987900302048554,0
38,2,93.75339411305859,2,0,0,ACH,1,0,0.4848267466210456,0
104,1,159.78968205919878,1,0,0,Invoice,4,0,0.6623953212105824,0
56,0,166.2304004738913,0,0,0,Credit Card,5,0,0.5086757781949252,0
107,1,137.62412251957127,2,0,1,ACH,3,0,0.3601775851533014,0
17,0,135.08344770301173,1,0,0,ACH,4,1,0.2597860459806864,1
20,0,158.12911190109466,1,0,0,Credit Card,4,0,0.8713578174344481,0
42,0,181.28402307966203,0,1,0,Credit Card,5,0,0.6688809128915075,0
4,1,149.57307528419554,0,0,1,Invoice,1,0,0.5283163127689824,0
59,0,160.99290062510198,2,0,0,ACH,3,0,0.0654104136605904,0
78,0,143.55310797665325,1,1,0,ACH,5,0,0.4494510786759714,0
79,3,133.56143618588595,4,1,0,Credit Card,4,0,0.31374701283360606,0
26,0,117.52214678740324,2,0,0,ACH,5,0,0.5363320863170572,0
20,0,152.68911939521024,1,1,0,ACH,4,0,0.9509643613549128,0
68,0,135.99411921961538,3,0,0,ACH,3,1,0.5608389689235397,0
76,0,137.69093454961245,3,1,1,Credit Card,4,0,0.5154517260106775,0
113,0,172.89151397288134,2,1,1,Credit Card,3,0,0.7944766411094748,0
107,0,159.64003546116584,3,0,0,Invoice,3,0,0.41606452165496344,0
46,0,171.10296477686575,1,0,0,Credit Card,4,0,0.9127466560453397,0
20,0,97.73051353223761,2,1,0,ACH,4,0,0.7495378747397681,0
31,0,161.75144286517022,1,1,1,ACH,1,0,0.3732142264447466,0
105,1,127.30397557085278,1,1,0,Credit Card,2,1,0.21807524641352408,0
55,2,120.75268024181413,4,0,1,ACH,4,0,0.979436126814765,0
119,1,119.43549074077826,2,1,1,Invoice,2,0,0.6025849088276695,0
79,1,181.34188068931303,1,0,0,ACH,2,0,0.5945972810050659,0
71,0,169.83591663505456,0,1,1,ACH,5,0,0.6673483784459996,0
13,1,123.49300480638097,3,0,1,ACH,1,0,0.3987970215605097,0
71,0,110.87280182805227,2,1,0,Credit Card,1,0,0.795611820822003,0
46,1,145.41189092311978,1,0,0,Credit Card,3,1,0.41535469019945875,1
101,1,131.2128439510924,2,0,0,ACH,4,1,0.43645904294354637,0
16,0,194.78686065476938,1,0,0,Invoice,5,1,0.844745093167203,1
23,0,101.16157396012107,1,0,1,Invoice,3,1,0.417988365371667,1
79,0,90.10437469035526,2,0,0,Credit Card,3,0,0.7669403233123133,0
81,1,137.3273401484894,0,1,0,ACH,5,2,0.9399622897956409,0
99,0,145.3221241156925,2,0,0,ACH,2,0,0.5683907051028739,0
63,0,148.97853405591678,1,0,0,Credit Card,2,0,0.6068939558051835,0
45,1,167.60268339688713,0,1,1,Credit Card,3,0,0.2757432080845625,0
37,0,207.20006921849046,2,1,0,Invoice,1,0,0.2230595176331445,0
45,0,134.72971901894158,1,1,0,ACH,5,0,0.5154438611144039,0
79,1,128.6689240568613,4,1,0,ACH,5,0,0.4678798208874989,0
65,0,92.22286335867123,2,0,0,Invoice,1,0,0.5716208679611602,0
36,0,152.3021687323156,2,0,1,Invoice,1,0,0.901899425019394,0
26,0,170.60225457908902,4,0,1,ACH,5,0,0.4264818026985575,0
85,2,137.18687561431193,0,1,0,Invoice,3,0,0.38635731913810895,1
30,0,180.4184510333637,0,1,0,Credit Card,1,0,0.3471685534519946,0
25,1,145.908696891488,1,0,0,ACH,2,0,0.6261281646522764,0
40,0,190.4455936245461,2,0,0,Credit Card,1,0,0.5516478995396696,0
102,0,154.99400771601103,4,1,0,ACH,2,0,0.2798370411756867,0
55,0,113.28518021904371,1,1,0,ACH,1,0,0.5905830320533512,0
71,1,125.89538626268052,0,1,1,Credit Card,3,0,0.6653262162996882,0
10,1,98.98761471899508,1,0,0,ACH,5,2,0.5871923656610658,0
41,1,92.88811633646348,2,1,0,Invoice,5,0,0.38349159189201915,0
90,1,153.00744733238733,5,1,0,ACH,4,0,0.49918728843158394,0
92,0,171.0879392348719,1,0,1,ACH,5,0,0.472141110819599,0
69,1,203.62785499234835,5,0,0,ACH,4,1,0.3260430722762115,0
105,1,143.34478565205202,3,0,1,Invoice,2,0,0.2976846152860553,0
36,0,137.89422504690688,4,1,0,ACH,3,0,0.8496398818181473,0
20,0,111.72889135335282,6,1,1,ACH,1,0,0.23706050343098634,0
10,0,174.6193762301513,0,0,0,Invoice,1,1,0.5267559121689726,1
24,0,156.67530103338598,2,1,0,ACH,1,1,0.5285525311795011,0
91,0,127.14607906207075,1,1,0,ACH,2,0,0.7735272079572029,0
108,0,165.65592632844266,2,0,0,Credit Card,5,0,0.3275195359570492,0
16,1,161.8404667026169,1,0,1,Invoice,1,0,0.43107548126089906,0
60,0,88.90144573629742,1,1,0,Invoice,4,0,0.6877165997487479,0
16,1,167.28081663675204,2,1,0,Invoice,3,0,0.5775779561524155,0
101,0,149.083283681178,4,0,1,ACH,3,0,0.6734373125551647,0
16,0,133.255709148135,4,0,0,ACH,4,0,0.38287770268410676,0
77,0,132.4875926543081,1,1,0,ACH,4,0,0.7357819256387884,0
10,0,197.45206908525455,2,0,0,Credit Card,3,0,0.743436267716747,0
88,1,191.07888152961968,5,1,1,Invoice,3,1,0.42659235326327105,0
108,2,199.77825787677347,1,0,0,ACH,2,0,0.31259001405438863,0
88,0,110.5400129840194,1,0,1,ACH,2,1,0.06243596465963877,0
33,0,125.36515678360922,4,1,1,Invoice,2,0,0.8547941477586919,0
101,0,172.1645453558971,1,0,0,ACH,5,1,0.43253370637203825,1
37,0,108.74597407150328,5,1,1,Credit Card,4,0,0.5218968055465647,0
90,1,123.39391502369733,2,0,0,ACH,4,1,0.04925275331908408,0
100,1,90.872285377203,1,0,0,Invoice,1,0,0.610232164043788,0
58,0,200.5927552238573,1,0,1,ACH,5,0,0.49710306394369647,0
74,0,176.88055759859327,6,0,1,Credit Card,5,1,0.34558098276166715,0
102,1,158.755394721381,1,1,1,Invoice,3,0,0.5343793339229022,0
23,0,151.57664361552395,1,1,0,Credit Card,3,1,0.5065663254530826,0
3,1,132.48605926677908,1,0,0,Credit Card,2,0,0.6776184583523218,0
52,0,133.06367355424536,1,1,0,ACH,3,0,0.4052842290587809,0
22,0,163.4705859965871,4,0,0,Credit Card,3,0,0.9603614020393338,0
106,1,123.6466535245254,2,1,0,Credit Card,5,1,0.35741728600194766,0
104,0,181.8218546888555,1,0,1,ACH,2,0,0.8468770684776035,0
45,1,130.2226271317677,2,0,0,Credit Card,1,1,0.49377031706573465,0
37,1,118.7954652398036,0,0,0,ACH,5,0,0.788315760306935,0
85,1,183.940361385961,2,1,1,ACH,5,0,0.7117196567503451,0
54,1,140.68063998988748,2,0,1,ACH,2,0,0.44603196544026397,0
12,0,161.64625079474422,1,1,0,Invoice,5,0,0.12764898576085484,0
79,0,132.55187471197723,1,0,0,Invoice,3,2,0.3398968553596331,0
87,0,77.49692022972161,2,1,0,ACH,2,0,0.36996887783112,0
9,0,161.41608260643397,2,0,0,ACH,3,0,0.7693591363186961,0
93,1,104.59949874902463,3,1,0,ACH,1,1,0.5768392626043506,0
64,0,177.4668965039977,2,0,1,ACH,1,1,0.24461088208777262,0
99,0,98.47546171730374,0,0,0,ACH,4,0,0.5689616285738284,0
102,0,89.05397364248456,3,1,1,Invoice,1,0,0.5291207485844648,0
81,0,154.22916896347735,2,0,1,ACH,1,1,0.40286932769479966,0
40,0,157.75811437294433,3,0,0,ACH,4,0,0.6588535121368971,0
45,1,148.20060037776045,2,0,1,ACH,4,0,0.694257304913222,0
87,2,108.592628459932,2,0,1,ACH,4,0,0.36020788643929913,0
8,1,171.6559599747359,0,0,0,ACH,4,0,0.8070441799037826,0
28,1,101.05934628687174,1,0,1,ACH,5,0,0.7003736362488691,0
62,1,131.07211425586493,0,0,0,Credit Card,1,0,0.6307444762781783,0
113,0,121.3561681466671,5,1,0,Invoice,5,0,0.7221828517865432,0
91,0,133.66972829245486,0,1,0,ACH,1,1,0.5695522076672399,0
98,0,170.58341024773614,4,0,0,ACH,5,0,0.12334813947423312,0
23,2,125.97769608443055,1,1,1,ACH,1,0,0.32444465929511224,0
34,1,161.93171612037622,5,0,0,ACH,2,0,0.8095106525061875,0
32,0,165.82438798795735,0,1,1,Credit Card,4,0,0.16784793989317776,0
90,0,93.6688106420343,4,1,1,ACH,4,0,0.25046748274796027,0
64,1,110.00257981395956,0,0,0,ACH,3,0,0.7616811825350664,0
26,0,133.4994320771157,2,1,0,Invoice,3,4,0.4020409380160829,0
90,2,127.23635474793348,3,0,0,Invoice,5,1,0.29096955962625387,0
76,0,154.23014575385338,1,0,0,Invoice,2,1,0.10422281179462352,0
107,0,87.05017122076713,3,0,0,Credit Card,1,1,0.629116062004302,0
67,2,166.61773493420588,4,1,1,ACH,3,0,0.2723687855491317,0
15,0,167.3372077698216,1,0,0,ACH,5,0,0.21748417937201733,0
106,0,139.95281223172253,3,0,0,Invoice,3,1,0.6126719000863724,0
22,0,103.5082404644564,3,1,0,ACH,5,0,0.6461524982710963,0
7,1,145.16750550623007,2,1,0,Credit Card,5,0,0.9467716275147829,0
96,0,128.8752807221187,2,0,0,Invoice,2,0,0.6158806812839529,0
54,0,161.99918865169786,2,0,1,Credit Card,5,1,0.7351959455819443,0
77,1,142.437383780116,3,0,1,Credit Card,1,1,0.6033937643747669,0
16,0,166.8468076046602,0,0,0,ACH,5,2,0.29629030361782144,1
86,0,132.00033472875705,3,1,1,Invoice,5,0,0.6849709274387484,0
49,0,188.27843512391914,1,0,1,ACH,1,0,0.7368544162663924,0
119,2,75.8571776175878,3,0,0,Invoice,4,0,0.46861274614976045,0
76,0,114.51473810324556,1,0,0,ACH,1,0,0.683282065329172,0
112,0,159.72437247454144,2,1,0,Invoice,4,0,0.30575643074812187,0
95,0,99.67252209279765,1,0,1,ACH,4,1,0.6554933963321626,0
101,1,167.0779471354476,1,1,1,Credit Card,1,1,0.3702816201957149,0
11,1,108.49841070992905,3,1,0,ACH,4,0,0.13369244197888275,0
93,0,147.79593559034106,3,0,0,ACH,1,0,0.7271815076238204,0
72,1,117.55731588447578,0,0,0,ACH,1,0,0.43291562910038095,0
48,0,131.76384205989493,2,1,0,ACH,2,0,0.7307081068861588,0
38,0,150.23871442058487,2,0,0,ACH,4,0,0.08770250795712349,0
77,1,141.85796943920866,2,0,1,Credit Card,5,1,0.7182901733058861,0
24,0,133.5604041057628,2,0,0,ACH,5,0,0.8109741294732986,0
22,0,209.5934825671597,0,0,0,Credit Card,1,0,0.5776350042362688,0
105,1,145.25385312316473,0,1,1,ACH,4,0,0.4398031428433821,1
91,0,115.90119596079676,2,1,1,ACH,5,0,0.6444905722619784,0
71,2,172.82803099310163,1,1,0,Credit Card,2,0,0.3703006125327379,1
91,0,169.61985024489175,2,0,0,Credit Card,1,1,0.8162332846457465,0
39,1,181.68772469946902,4,1,0,Invoice,2,0,0.5281474440888756,0
86,2,198.61775065291033,3,1,1,Invoice,2,0,0.5384777943431616,0
25,1,116.81991219501214,3,1,0,ACH,5,0,0.7978256939241795,1
53,1,176.78565429146974,2,0,0,ACH,3,0,0.403964219672045,0
18,2,179.18798241865863,1,0,1,ACH,5,0,0.5017360478777773,0
46,0,145.01092891592313,0,0,1,ACH,5,1,0.21979072846568587,0
41,0,152.35490827810258,2,0,0,ACH,2,0,0.5596493535262481,0
50,1,54.91653063073572,2,1,0,Credit Card,3,0,0.42692880977614756,0
57,1,127.78151529683697,2,1,1,ACH,4,0,0.1603942164704427,0
4,2,198.63889768151822,1,1,0,Credit Card,3,0,0.4219740006592609,0
41,0,91.39465337868003,1,0,1,ACH,5,1,0.08961000509409432,0
101,0,128.9291984668078,3,0,0,Credit Card,4,0,0.6072765319557254,0
52,0,153.6380794777207,1,1,0,Credit Card,1,0,0.49353006492261,0
65,1,162.26690116877305,1,0,0,Invoice,4,0,0.14764518572832458,0
13,1,193.94627021045295,4,1,1,ACH,5,0,0.673343473307938,0
47,1,92.11529362016717,3,0,0,Credit Card,5,0,0.3660005813092685,0
116,2,146.28299109248107,2,0,1,Credit Card,2,0,0.5976624091041332,0
66,1,170.79015963328058,0,0,0,ACH,2,0,0.6548569437590187,0
3,1,105.59053995801122,1,1,0,ACH,3,1,0.5617405840480592,0
86,0,143.80932255055728,2,0,0,Invoice,5,0,0.5825161851110033,0
92,0,201.543881390834,3,1,0,ACH,2,0,0.2565477614111702,0
46,0,184.4951928624411,3,1,0,Credit Card,5,2,0.40828082305578756,0
4,2,161.18494933508185,2,0,1,Invoice,2,0,0.08181834515417276,0
99,1,66.57758179124194,2,0,1,Credit Card,4,0,0.7677391647904254,0
31,0,141.08996793138908,3,0,0,ACH,1,1,0.08837630511165595,0
110,0,156.5926169738707,1,0,0,ACH,1,0,0.324263545692836,0
44,0,135.7457576021663,4,0,0,Credit Card,4,0,0.3082322528990194,0
47,0,143.03682570455453,3,0,0,Invoice,2,1,0.8732611957017988,0
95,0,237.50271045219878,1,1,0,Invoice,1,0,0.44199249335216656,0
17,0,138.5659444214951,3,1,0,ACH,4,0,0.24142684377944718,0
4,0,115.91109709740883,1,0,1,ACH,5,0,0.7859382939834797,0
91,1,152.28601884845716,3,0,0,ACH,2,0,0.23127163397964592,0
111,0,135.52979807119783,3,0,1,ACH,2,0,0.8231004588371407,0
119,0,135.70755540105625,0,1,1,Credit Card,3,0,0.671141844286913,0
16,0,142.38704551916774,1,0,0,ACH,1,0,0.9433398461707736,0
18,0,168.22123659298472,3,1,0,ACH,2,0,0.8186752912044626,0
41,3,152.12516791335446,4,0,1,ACH,1,0,0.3453038352564213,1
85,1,108.95670614374659,1,0,0,ACH,1,4,0.28803980251534456,0
109,0,141.01885487531538,2,1,1,Credit Card,5,0,0.3057667827964757,0
99,0,159.23344276901634,3,0,0,Credit Card,3,1,0.2709276496779541,0
45,2,130.9682366083805,1,1,0,Credit Card,3,0,0.0239352064048582,0
110,0,179.46831397851523,2,0,0,ACH,2,0,0.5845937620484081,0
31,2,168.31384483780124,3,0,0,Invoice,5,0,0.2744195766831659,0
15,0,115.27694853383485,2,1,0,ACH,5,0,0.34859936156308285,0
52,0,154.59381934976795,2,0,1,Credit Card,1,1,0.5162133480478344,0
11,1,204.5132446306588,1,0,1,Credit Card,1,0,0.26049138632922314,0
81,0,191.80548364573622,3,0,1,Credit Card,2,1,0.6294400649269954,0
118,0,143.31184036546938,0,1,1,Invoice,5,0,0.2725972320086916,0
13,0,171.92835199131707,2,0,1,ACH,4,0,0.35847702939357007,0
14,0,124.7841038230812,1,1,0,Credit Card,2,0,0.21846951008909643,0
22,0,101.55768150059549,1,0,0,Invoice,3,1,0.7804040500417405,0
22,1,161.62958680947375,1,1,1,Credit Card,4,0,0.980896648481825,0
64,1,152.39611810742446,1,0,1,Credit Card,2,0,0.20094628583025287,0
69,0,160.42452445305048,2,1,0,ACH,2,0,0.18737235367305374,0
114,0,144.2590248607034,3,0,0,ACH,5,0,0.7982138842282953,0
54,0,154.77915807094777,0,0,0,Invoice,1,0,0.6778132222668872,0
111,1,129.61256168718282,1,0,1,ACH,5,0,0.5104308614976196,0
90,1,159.19775593288148,1,0,0,Credit Card,1,1,0.44395874470573077,0
102,2,169.99241909644832,1,0,0,Credit Card,3,0,0.47313542794143754,0
23,1,143.24770260870656,3,0,0,Invoice,2,0,0.6644636421937772,0
55,2,169.42437432467955,2,0,0,ACH,3,1,0.4999513709585598,0
109,0,91.87172447130966,1,0,0,ACH,2,2,0.2385475535623305,1
90,1,121.41329388242593,1,0,0,ACH,2,1,0.6899922681700558,1
26,0,188.33541439536603,1,1,1,Credit Card,4,0,0.6439559471191522,1
101,0,197.85019250129736,2,0,1,ACH,4,0,0.30639926949667645,0
92,0,152.5178954518367,1,0,0,ACH,4,1,0.5204385505730912,0
18,1,141.89935392825538,0,1,1,ACH,1,0,0.7263337067686971,0
9,0,106.961047264973,0,1,0,Credit Card,5,0,0.8221277675338244,0
31,0,155.90727909373328,1,0,0,ACH,5,0,0.3741923156232861,0
57,1,168.35315622248723,3,0,1,Credit Card,4,1,0.5657886992339477,0
19,0,100.54632769950743,3,0,1,Invoice,2,2,0.9248049747086279,0
4,1,161.7669523715774,2,1,0,Invoice,3,0,0.5609459052119662,0
14,2,159.71999929641532,4,0,1,ACH,3,0,0.2708438463410892,0
38,1,158.22594556660079,3,0,0,ACH,2,0,0.4643859813003998,0
47,1,111.17419759762808,1,1,0,ACH,3,0,0.7954088227991011,0
38,0,161.2553030281165,3,1,0,Credit Card,1,1,0.25734054341829815,0
54,0,100.06177011314317,2,1,0,Credit Card,1,0,0.6287706796077913,0
86,1,189.6578745087485,3,0,0,ACH,4,0,0.8030462206865664,0
30,0,149.05550385680704,1,0,1,Credit Card,3,1,0.17333578709961997,0
55,0,110.09044639575578,1,1,0,ACH,1,0,0.7477194219395196,0
87,0,185.35558618430485,1,0,0,ACH,5,0,0.6064261035217561,0
7,0,179.62031352798962,5,1,1,Credit Card,5,1,0.6913098237049701,1
112,1,125.48705653365606,1,0,1,Invoice,5,0,0.7783050601636582,0
119,1,211.12312508602741,0,0,1,ACH,4,0,0.6546686527211432,0
35,0,114.87572302966501,1,1,0,Credit Card,3,0,0.16832559730661573,0
106,0,154.40258383589935,1,0,0,Invoice,1,0,0.6872483582516823,0
31,1,180.47312927331205,0,1,0,ACH,4,0,0.6934537808849274,0
110,0,76.87984070088545,1,1,0,Invoice,3,0,0.7545724431467548,0
79,2,175.0438895277312,1,0,1,ACH,2,0,0.47699773408729873,0
30,1,143.0584555428178,0,0,1,ACH,1,0,0.519740141720445,0
8,1,144.52900697186183,3,0,0,ACH,2,0,0.7951668888823372,0
47,1,112.69414457462507,3,0,1,ACH,1,0,0.2864338157990517,0
89,1,154.9457241833248,1,1,0,Credit Card,3,0,0.6318452246959388,0
28,0,111.7064707943387,5,0,0,ACH,2,0,0.4712629070735892,0
62,1,115.94618989543693,1,0,0,ACH,2,1,0.823558356537781,0
15,0,131.5678838980569,3,0,1,ACH,5,0,0.38994328107648485,0
51,0,108.18005960436996,1,1,0,ACH,5,0,0.42178360853991076,0
4,1,192.18194192961613,2,0,0,ACH,1,0,0.8667488838219625,0
118,0,105.1384481795434,3,0,1,Credit Card,4,0,0.7759947458323935,0
60,0,122.35688671696258,2,1,0,ACH,5,0,0.28837462067847214,0
101,0,135.50913359654749,0,0,1,Invoice,5,1,0.6896316709519597,0
15,1,145.1071192615392,1,1,1,Invoice,3,1,0.18526310620287192,0
20,1,168.76994171217595,3,0,0,Invoice,5,0,0.5637774374070756,0
21,1,169.54909163934903,3,1,0,Invoice,2,0,0.5328406139427193,0
68,0,135.91423752382454,2,0,1,Invoice,4,0,0.16599809380051112,0
103,0,133.4776417939763,1,0,0,Credit Card,5,0,0.5005269433414405,0
73,0,146.05093366778712,1,0,0,ACH,2,0,0.8533565964718405,0
58,0,169.6609943833849,1,1,1,ACH,2,0,0.23053182400807942,0
113,1,165.92450038449905,4,0,1,ACH,1,0,0.1698653378240859,0
22,0,129.50900009096205,3,1,0,ACH,1,0,0.3533739614570635,0
20,0,83.22392942784839,1,1,0,Invoice,4,0,0.23166339200302313,0
80,1,209.29158801790555,1,1,1,Credit Card,5,0,0.836650702297527,0
102,0,173.54306884765808,1,0,0,Invoice,3,0,0.7167177227865504,0
32,4,152.8994420973231,2,1,0,Invoice,5,1,0.5260384311242416,0
32,0,155.21327482732576,4,0,0,Credit Card,3,0,0.2094977331125842,0
63,1,129.35221285139886,0,1,1,ACH,4,1,0.9812960979073659,0
93,1,114.96826371613184,2,0,0,ACH,4,0,0.313921303361428,0
34,0,135.0255914338561,1,1,0,ACH,4,0,0.8787961626463081,0
99,1,138.3260028267977,3,1,0,Invoice,2,0,0.20726002268154042,0
62,1,126.2425397535956,1,0,0,ACH,3,0,0.5893300759412237,0
84,1,101.28545731303193,1,1,0,Credit Card,1,0,0.38301833476276664,0
75,1,135.62275306909524,0,0,0,ACH,5,0,0.7420065312437333,0
58,2,162.29676507076687,1,0,1,Credit Card,3,0,0.8295380486884307,0
64,0,130.15318452583787,0,1,0,Credit Card,3,0,0.6417423991706411,0
119,0,145.65917518894784,1,0,0,ACH,4,0,0.21665273217849013,0
48,0,82.87805003998355,2,1,0,Credit Card,3,1,0.638986810646415,0
113,0,138.77125327012826,0,0,0,Invoice,4,1,0.481586098464489,0
95,1,141.3412482484973,4,1,0,ACH,1,0,0.6753340720971295,0
